,0,1,2,3,4
98,68,290,169,50,1
99,68,224,164,10,2
100,68,220,133,70,1
101,68,262,178,63,1
102,68,210,153,40,2
103,69,230,200,43,2
104,69,210,195,38,2
105,69,220,200,60,3
106,69,235,220,45,3
107,70,238,122,73,8
108,72,190,130,130,2
109,73,235,110,56,14
110,74,290,200,30,1
111,74,228,170,32,1
112,74,210,160,36,1
113,74,195,102,40,2
114,74,202,147,30,1
115,75,245,107,65,1
116,75,254,186,51,2
117,80,250,172,58,1
118,80,157,155,70,2
119,80,160,150,50,3
120,82,190,96,60,6
121,83,210,205,71,1
122,83,210,140,70,1
123,85,190,96,60,6
124,86,160,150,40,5
125,86,250,190,50,2
126,87,203,140,23,10
127,89,175,165,140,2
128,89,170,140,130,2
129,92,150,80,68,2
130,92,79,69,65,1
131,98,140,87,20,3
132,99,130,105,60,2
133,100,233,174,52,2
134,101,85,60,12,6
135,101,176,147,42,5
136,104,255,177,55,2
137,105,160,109,40,2
138,105,240,200,110,2
139,107,257,153,30,2
140,108,290,200,30,1
141,108,245,158,20,2
142,108,125,115,10,1
143,108,221,158,50,1
144,110,265,184,20,2
145,110,125,92,92,2
146,111,208,140,18,1
147,111,140,40,10,5
148,112,70,55,20,3
149,113,240,200,80,1
150,113,250,237,45,1
151,114,160,80,35,3
152,115,165,86,44,4
153,116,205,145,40,4
154,117,133,114,8,2
155,119,178,130,130,2
156,120,145,91,91,2
157,120,140,70,80,2
158,122,156,155,40,2
159,122,190,105,87,2
160,123,260,165,72,1
161,123,257,153,56,1
162,124,225,95,80,4
163,124,225,86,79,2
164,126,225,95,80,2
165,126,225,86,79,3
166,127,304,236,105,4
167,128,265,160,150,1
168,128,305,160,92,1
169,129,210,158,50,2
170,129,255,187,55,2
171,130,133,106,53,1
172,130,195,144,43,1
173,130,240,110,60,2
174,130,120,105,55,2
175,130,190,145,50,2
176,130,236,172,55,1
177,131,145,95,95,4
178,132,215,60,60,3
179,132,160,116,50,4
180,132,130,130,46,1
181,133,240,200,112,2
182,134,290,212,141,1
183,134,300,195,129,1
184,134,290,195,60,1
185,134,290,210,140,1
186,135,290,210,70,1
187,135,288,208,58,1
188,135,194,84,84,1
189,136,255,155,155,1
190,136,270,195,65,2
191,137,223,125,120,1
192,137,245,205,40,1
193,137,259,183,42,1
194,138,220,175,45,2
195,138,239,176,45,1
196,138,200,150,65,1
197,140,160,67,67,6
198,141,198,157,38,16
199,142,185,175,100,2
200,143,273,229,38,1
201,144,204,148,38,2
202,144,204,48,15,2
203,144,205,150,20,2
204,144,245,107,65,1
205,144,200,149,55,1
206,144,202,147,30,2
207,146,220,135,68,2
208,147,235,110,56,1
209,147,223,125,120,1
210,147,255,180,5,1
211,147,259,183,42,1
212,147,180,150,25,1
213,147,200,180,50,1
214,148,175,172,65,1
215,148,205,150,20,1
216,148,245,175,65,1
217,148,222,156,30,1
218,148,245,110,67,1
219,148,200,149,55,1
220,149,208,140,18,4
221,150,268,153,55,5
222,150,257,153,56,1
223,152,250,178,10,1
224,152,204,147,30,1
225,152,280,210,32,1
226,152,203,150,25,1
227,152,282,203,48,2
228,152,210,150,38,2
229,154,210,150,65,2
230,154,180,140,60,2
231,154,150,85,50,2
232,154,220,170,45,2
233,154,170,140,40,2
234,156,215,190,70,1
235,156,260,210,85,1
236,160,185,100,55,3
237,160,185,100,55,3
238,161,182,128,29,2
239,161,234,85,31,9
240,161,212,192,50,2
241,161,211,192,52,2
242,162,193,130,48,7
243,162,73,60,25,1
244,166,160,110,39,10
245,167,260,173,50,2
246,168,200,45,45,192
247,169,200,45,45,192
248,172,183,183,30,2
249,173,250,190,52,2
250,174,241,202,114,1
251,175,156,132,75,2
252,175,170,110,60,3
253,175,235,200,50,3
254,175,204,91,41,1
255,175,236,200,52,2
256,176,200,45,45,192
257,177,200,45,45,192
258,180,205,150,20,1
259,180,205,148,38,1
260,180,228,178,22,2
261,180,133,106,53,1
262,180,241,109,64,2
263,180,120,100,40,4
264,180,200,149,55,2
265,180,202,146,12,2
266,182,238,184,60,7
267,184,187,110,110,3
268,185,100,50,30,2
269,186,210,160,55,2
270,186,215,210,40,2
271,186,230,170,48,3
272,188,141,108,58,1
273,188,125,110,70,2
274,188,142,107,59,1
275,189,180,173,110,3
276,189,205,170,60,1
277,189,190,180,110,4
278,190,250,200,95,3
279,191,278,240,86,2
280,191,250,120,35,2
281,191,232,98,40,2
282,192,100,100,65,4
283,192,190,190,33,4
284,192,178,76,70,2
285,194,145,95,95,4
286,195,204,148,38,1
287,195,204,48,15,1
288,195,245,107,65,2
289,195,200,148,50,1
290,195,245,110,67,1
291,195,200,149,55,2
292,195,202,147,30,1
293,196,156,132,75,4
294,196,271,204,96,1
295,196,208,145,105,1
296,196,172,96,56,1
297,196,245,155,70,2
298,197,173,129,129,1
299,197,220,160,45,1
300,199,271,178,147,1
301,199,119,105,90,2
302,202,220,140,45,5
303,203,210,153,40,3
304,207,295,207,65,2
305,208,265,210,50,4
306,208,230,200,45,2
307,208,228,218,140,2
308,208,114,90,55,2
309,209,165,135,40,3
310,209,250,200,85,2
311,209,165,165,45,1
312,210,175,130,130,2
313,211,195,87,87,4
314,213,283,193,53,2
315,214,204,148,38,2
316,214,135,110,53,4
317,214,202,147,30,2
318,215,140,88,88,3
319,216,225,200,65,1
320,216,200,170,45,2
321,216,280,219,57,4
322,216,215,210,40,1
323,216,230,129,59,2
324,217,185,140,60,3
325,217,222,144,40,2
326,217,220,122,70,3
327,217,255,172,23,2
328,217,120,100,40,2
329,219,200,150,45,2
330,219,275,160,50,2
331,219,190,185,35,2
332,219,226,201,46,3
333,219,160,110,39,9
334,219,220,135,55,5
335,220,270,230,120,1
336,220,170,150,60,3
337,220,230,92,62,1
338,220,180,160,31,1
339,221,215,210,40,2
340,222,280,180,85,2
341,222,285,195,95,4
342,224,250,160,110,2
343,226,193,74,74,5
344,227,213,132,60,1
345,227,212,162,49,3
346,228,145,90,65,4
347,229,220,122,62,2
348,232,195,87,87,1
349,232,198,83,83,3
350,233,203,75,75,6
351,236,126,102,51,5
352,237,105,105,70,1
353,237,239,190,55,1
354,237,228,153,65,2
355,237,228,153,65,1
356,237,210,158,65,1
357,237,104,104,72,1
358,238,258,195,157,3
359,238,260,210,127,5
360,241,210,143,35,2
361,241,223,125,120,2
362,242,250,170,39,2
363,243,235,220,45,2
364,244,211,192,95,1
365,244,155,133,40,2
366,245,165,90,90,4
367,245,165,75,55,2
368,246,148,88,34,1
369,246,170,145,45,2
370,246,215,180,55,2
371,246,140,130,45,3
372,248,205,150,20,1
373,248,200,149,55,1
374,249,236,175,47,3
375,251,238,152,60,3
376,253,275,205,70,2
377,253,225,185,60,2
378,254,255,185,63,3
379,255,193,143,40,5
380,256,254,170,51,1
381,256,130,100,50,2
382,256,250,189,35,2
383,256,253,170,30,1
384,256,146,130,48,1
385,256,230,168,28,1
386,256,211,157,32,1
387,256,243,170,50,1
388,256,192,139,21,1
389,256,255,172,23,3
390,256,110,30,210,2
391,257,95,95,95,6
392,259,255,105,53,18
393,260,183,83,44,5
394,262,135,105,105,2
395,263,155,125,45,5
396,263,188,124,50,5
397,263,160,120,40,5
398,263,190,123,45,5
399,263,222,144,100,1
400,263,217,160,37,2
401,264,120,75,75,2
402,264,243,110,77,2
403,265,198,98,58,1
404,265,160,115,53,1
405,265,240,175,75,1
406,265,201,90,40,1
407,265,166,108,71,1
408,265,272,190,56,1
409,265,151,145,110,1
410,265,266,116,96,1
411,266,300,184,122,1
412,266,265,160,150,1
413,267,258,155,28,4
414,268,250,172,40,4
415,269,244,150,60,2
416,269,300,200,40,2
417,269,244,149,52,2
418,270,198,165,40,5
419,271,210,158,50,2
420,271,200,148,50,1
421,271,185,128,35,2
422,271,164,105,65,1
423,271,252,176,68,2
424,272,152,88,88,3
425,273,160,90,90,1
426,273,235,220,45,1
427,274,245,103,37,2
428,274,120,75,75,1
429,274,205,150,60,4
430,275,210,205,71,1
431,275,114,90,55,1
432,276,228,168,42,1
433,278,241,202,114,5
434,279,180,175,40,2
435,279,265,160,150,1
436,279,269,193,81,1
437,279,233,128,28,2
438,279,180,175,55,2
439,279,180,180,40,2
440,282,265,155,70,7
441,283,250,140,45,1
442,283,266,115,96,1
443,285,281,201,20,2
444,285,248,161,103,2
445,287,200,133,40,2
446,287,297,207,52,2
447,288,208,140,18,5
448,290,165,165,45,1
449,294,89,89,88,1
450,294,222,150,29,1
451,294,80,65,65,2
452,294,257,88,30,1
453,294,178,124,25,2
454,294,196,139,43,2
455,294,255,177,55,2
456,295,165,94,45,6
457,296,147,90,90,1
458,298,170,165,95,2
459,302,271,198,63,3
460,303,105,61,20,1
461,303,220,160,45,1
462,304,210,180,40,1
463,304,240,180,75,1
464,305,232,105,63,7
465,307,152,88,88,2
466,308,255,177,55,2
467,308,120,105,60,1
468,309,110,67,67,4
469,309,100,100,80,1
470,310,150,145,50,2
471,310,102,102,27,4
472,310,235,157,23,1
473,310,128,117,50,8
474,310,100,100,30,4
475,310,184,130,42,1
476,312,220,155,30,10
477,312,190,110,55,6
478,312,230,122,70,10
479,314,102,102,65,3
480,314,182,94,82,2
481,315,157,118,63,10
482,316,215,190,70,8
483,318,165,81,48,2
484,319,181,129,129,2
485,319,110,100,80,1
486,320,240,200,60,5
487,320,252,176,68,48
488,321,280,220,80,3
489,322,244,158,111,2
490,323,210,150,42,2
491,324,210,161,140,1
492,324,221,125,90,1
493,324,248,157,47,1
494,325,162,101,26,12
495,325,172,96,56,1
496,325,266,115,96,2
497,325,231,171,50,2
498,325,177,155,30,2
499,325,180,145,55,1
500,325,270,190,56,1
501,325,249,154,56,3
502,326,255,168,30,2
503,329,196,157,128,4
504,329,196,157,128,8
505,330,248,180,50,2
506,330,228,170,32,1
507,330,245,175,65,1
508,330,211,158,34,1
509,330,222,156,30,1
510,330,200,148,50,1
511,331,150,80,20,2
512,331,298,200,40,2
513,332,220,135,55,7
514,334,280,240,35,2
515,334,244,158,111,1
516,334,305,225,70,2
517,335,119,120,120,1
518,335,120,120,120,1
519,335,120,120,120,1
520,336,230,135,45,2
521,337,215,142,52,2
522,338,210,180,50,3
523,338,205,175,50,2
524,338,233,206,62,6
525,340,183,140,48,2
526,340,195,133,60,2
527,340,209,150,37,2
528,340,100,98,98,1
529,340,198,93,21,6
530,341,135,90,90,1
531,343,245,230,80,2
532,345,240,200,112,2
533,347,260,180,145,1
534,348,155,145,59,20
535,348,161,148,50,20
536,348,152,146,55,20
537,350,181,129,129,20
538,350,110,100,80,10
539,351,247,182,35,2
540,351,225,158,30,2
541,351,210,140,45,4
542,353,208,140,18,5
543,354,280,195,40,1
544,354,225,200,65,1
545,354,270,195,30,1
546,355,210,149,38,6
547,355,162,106,51,1
548,356,204,148,38,4
549,356,204,48,15,4
550,356,205,150,30,4
551,356,205,150,20,4
552,356,125,110,30,6
553,356,245,107,65,4
554,356,245,172,50,4
555,356,245,110,67,4
556,356,202,147,30,4
557,357,283,208,40,5
558,357,282,208,60,5
559,358,238,216,58,2
560,358,260,176,50,1
561,359,211,157,32,2
562,359,250,169,40,8
563,360,232,131,57,5
564,361,198,138,25,2
565,361,193,140,25,2
566,361,165,118,37,3
567,361,210,150,38,2
568,362,150,150,35,2
569,362,240,147,59,1
570,363,195,180,160,2
571,363,195,180,160,2
572,363,160,90,90,10
573,363,253,133,123,4
574,364,270,200,100,3
575,364,243,185,110,3
576,364,275,205,120,1
577,365,244,158,111,4
578,367,230,200,45,1
579,367,231,123,41,2
580,367,245,200,70,2
581,367,275,160,60,2
582,367,300,150,40,1
583,367,220,135,55,2
584,369,90,84,70,2
585,369,215,185,73,1
586,371,300,183,122,4
587,372,263,182,149,5
588,375,153,106,106,1
589,375,153,106,106,1
590,376,200,160,80,2
591,378,185,110,55,1
592,378,181,129,129,1
593,379,208,140,18,3
594,379,199,119,55,1
595,379,220,160,45,1
596,379,288,238,32,1
597,380,200,93,40,2
598,380,100,100,92,1
599,380,200,165,58,1
600,380,201,140,55,2
601,380,157,155,70,1
602,380,200,150,65,1
603,380,258,169,40,1
604,381,110,100,100,152
605,383,250,180,5,4
606,385,200,85,40,3
607,385,270,106,60,2
608,386,127,60,60,1
609,386,190,165,35,1
610,386,230,129,59,1
611,386,127,60,60,1
612,387,160,150,50,2
613,387,200,180,50,1
614,387,215,150,40,2
615,388,120,63,63,5
616,389,297,208,30,6
617,389,88,88,86,3
618,391,135,110,110,8
619,392,90,50,25,2
620,392,90,50,25,3
621,392,90,50,25,3
622,392,115,65,35,4
623,392,100,50,30,2
624,392,225,185,60,2
625,392,250,173,103,1
626,394,210,161,140,1
627,394,278,195,55,2
628,395,152,65,40,4
629,395,153,64,40,4
630,396,204,148,38,1
631,396,190,145,45,1
632,396,150,135,55,1
633,396,222,156,30,2
634,396,245,107,65,1
635,396,240,110,60,1
636,399,190,102,38,68
637,401,223,125,120,2
638,401,265,160,150,2
639,401,305,210,45,2
640,401,185,148,70,2
641,401,230,129,59,1
642,401,231,182,50,4
643,402,260,240,65,1
644,402,265,215,45,14
645,403,265,152,49,2
646,403,218,182,135,2
647,403,220,160,148,1
648,404,200,93,40,2
649,404,270,165,45,1
650,405,130,87,87,2
651,405,155,150,150,1
652,409,231,153,63,2
653,410,200,150,65,2
654,410,204,149,63,2
655,410,150,85,50,2
656,410,237,157,50,2
657,411,190,140,35,2
658,411,200,138,40,2
659,412,250,195,55,2
660,413,220,135,55,25
661,414,180,140,60,3
662,414,220,122,70,2
663,414,255,172,23,2
664,415,105,105,70,2
665,415,120,120,120,2
666,416,255,177,70,3
667,416,182,167,112,3
668,416,220,170,50,2
669,417,166,136,116,3
670,418,218,140,10,1
671,418,210,163,85,1
672,418,228,160,40,2
673,418,175,121,45,2
674,418,200,150,30,1
675,418,205,140,35,2
676,418,208,140,30,1
677,418,228,165,18,1
678,418,210,135,20,2
679,419,181,129,129,1
680,419,173,129,129,1
681,420,210,150,55,2
682,422,235,220,45,4
683,424,110,100,100,152
684,425,180,175,30,2
685,425,200,180,30,5
686,428,223,125,120,2
687,428,221,125,90,2
688,428,305,210,45,2
689,428,200,165,55,2
690,429,305,235,75,8
691,429,295,230,77,4
692,431,180,180,55,5
693,432,260,202,55,2
694,432,100,100,92,1
695,432,205,105,105,1
696,432,175,145,45,2
697,432,250,172,58,1
698,432,160,150,50,2
699,432,218,156,60,1
700,432,247,177,50,1
701,432,202,134,23,1
702,433,85,85,80,2
703,434,251,158,112,1
704,434,115,100,85,1
705,435,230,200,45,4
706,436,228,127,57,3
707,437,205,190,130,1
708,437,185,160,90,1
709,438,253,203,126,1
710,438,130,105,30,4
711,438,120,100,40,6
712,440,257,153,110,2
713,442,250,195,55,5
714,443,110,60,45,3
715,444,95,100,50,1
716,444,257,226,98,2
717,447,200,190,40,2
718,447,155,145,20,1
719,447,240,200,60,5
720,447,239,172,28,1
721,448,105,105,70,2
722,448,208,145,105,1
723,448,222,150,20,1
724,449,170,100,90,8
725,451,254,180,18,2
726,453,215,55,50,2
727,454,149,75,74,2
728,454,150,150,94,1
729,455,228,157,35,2
730,455,130,105,30,2
731,455,120,100,40,2
732,457,220,127,49,2
733,457,120,95,75,2
734,457,125,110,30,2
735,457,195,144,43,4
736,457,193,143,40,2
737,457,185,128,35,2
738,457,252,176,68,2
739,459,170,165,52,4
740,459,275,160,55,4
741,464,200,117,73,2
742,465,220,160,45,2
743,466,233,70,39,12
744,467,230,200,50,1
745,467,230,149,45,1
746,467,252,170,27,2
747,468,190,102,38,68
748,469,275,160,50,2
749,470,220,178,60,2
750,472,275,245,95,1
751,472,202,157,157,1
752,473,216,184,144,2
753,473,201,120,52,4
754,474,238,99,30,5
755,474,239,100,30,2
756,475,285,207,48,1
757,475,160,65,65,1
758,475,231,127,74,1
759,476,211,161,43,5
760,478,209,150,68,1
761,478,250,245,125,1
762,478,252,95,95,1
763,479,290,190,60,4
764,480,278,215,62,2
765,481,305,225,60,2
766,483,183,140,37,4
767,483,203,137,67,2
768,483,170,130,45,4
769,483,220,170,45,3
770,486,194,143,42,2
771,489,200,165,55,2
772,489,230,129,59,1
773,490,204,148,38,2
774,490,204,48,15,2
775,490,205,150,20,5
776,490,202,147,30,2
777,492,204,148,38,2
778,492,204,48,15,1
779,492,245,158,20,1
780,492,204,147,30,2
781,492,195,102,40,2
782,492,246,108,63,2
783,492,240,110,60,1
784,492,180,174,35,2
785,492,202,147,30,2
786,493,110,100,100,31
787,494,250,172,40,2
788,495,161,115,115,4
789,497,230,155,75,1
790,497,170,150,65,1
791,499,193,74,74,2
792,499,180,103,103,2
793,499,262,178,63,2
794,499,160,133,10,2
795,499,166,77,77,2
796,499,245,180,50,2
797,499,280,151,40,2
798,502,230,163,45,2
799,503,233,120,46,1
800,503,138,130,60,1
801,503,180,103,103,1
802,503,260,75,35,2
803,503,290,195,70,2
804,504,188,68,68,1
805,505,298,226,47,1
806,505,290,157,157,1
807,505,290,201,140,1
808,508,208,140,18,3
809,512,170,160,48,3
810,512,170,165,52,3
811,514,255,177,55,15
812,515,195,105,45,3
813,515,225,155,15,25
814,516,259,183,42,1
815,516,212,140,37,1
816,517,200,155,105,1
817,517,167,81,76,2
818,518,240,165,28,2
819,519,170,145,45,2
820,521,200,132,132,1
821,521,151,146,101,1
822,522,114,90,55,5
823,522,240,208,87,5
824,524,235,176,30,2
825,526,223,125,120,2
826,526,220,175,45,7
827,527,140,130,70,1
828,527,200,160,80,4
829,529,225,145,65,5
830,530,210,140,48,3
831,530,251,169,55,1
832,530,228,165,18,2
833,530,193,143,40,2
834,530,255,170,50,2
835,530,257,170,40,2
836,530,235,178,60,2
837,531,195,105,45,20
838,532,152,66,40,1
839,532,153,84,64,1
840,533,230,200,68,3
841,534,156,132,75,1
842,534,160,112,50,1
843,534,208,145,105,1
844,534,150,80,40,1
845,534,215,215,88,1
846,535,216,114,46,2
847,536,110,100,100,2
848,536,195,160,135,3
849,536,145,145,95,5
850,537,258,180,38,20
851,540,126,102,51,1
852,540,125,100,50,2
853,540,180,80,45,1
854,541,165,150,60,4
855,542,211,96,58,1
856,542,155,110,76,1
857,542,170,110,60,2
858,542,155,111,76,1
859,542,150,105,50,1
860,542,172,96,56,1
861,542,190,122,30,1
862,542,110,65,58,1
863,542,182,153,25,1
864,542,250,195,50,1
865,542,280,151,40,2
866,542,299,172,40,1
867,543,240,220,60,2
868,543,244,180,112,9
869,544,275,120,60,6
870,546,271,199,46,2
871,550,280,195,40,1
872,550,260,182,45,1
873,550,247,175,53,1
874,551,263,155,60,7
875,552,185,140,60,2
876,552,184,140,34,3
877,552,160,150,25,2
878,552,210,150,35,2
879,552,204,149,63,3
880,552,150,125,65,2
881,552,184,140,57,2
882,552,288,185,46,2
883,552,125,100,75,2
884,552,237,157,50,2
885,552,170,130,45,2
886,552,209,150,37,2
887,552,160,105,45,3
888,552,230,130,72,2
889,553,230,155,45,9
890,554,241,154,65,1
891,555,204,148,38,2
892,555,254,166,40,2
893,555,245,175,65,2
894,555,210,160,36,1
895,555,175,140,30,2
896,555,242,208,45,2
897,555,250,110,60,8
898,560,241,202,114,1
899,560,203,137,67,2
900,561,160,135,60,6
901,562,275,120,60,3
902,565,235,110,56,1
903,565,223,125,120,1
904,565,259,183,42,1
905,565,212,140,37,1
906,565,290,201,140,1
907,567,240,110,60,2
908,570,130,105,30,3
909,571,180,174,35,2
910,571,252,176,68,2
911,571,202,147,30,2
912,572,150,86,86,4
913,573,223,125,120,1
914,573,220,175,45,2
915,573,200,170,45,3
916,574,260,134,75,2
917,574,245,200,70,2
918,574,275,160,60,2
919,574,265,190,73,2
920,574,258,195,157,1
921,574,235,188,158,1
922,574,293,206,136,1
923,574,250,180,50,2
924,574,270,180,50,2
925,574,275,160,50,2
926,577,102,96,48,3
927,580,160,125,60,13
928,582,104,101,101,15
929,583,285,115,95,1
930,583,285,115,95,1
931,583,214,214,75,3
932,583,165,150,50,2
933,584,295,213,49,3
934,585,205,160,125,2
935,586,183,159,105,11
936,586,181,161,108,5
937,587,235,233,75,2
938,587,240,200,112,1
939,587,250,170,40,1
940,587,240,160,30,3
941,588,90,85,25,80
942,589,204,148,38,2
943,589,204,48,15,4
944,589,205,148,38,2
945,589,133,106,53,2
946,589,204,147,30,2
947,589,202,147,30,2
948,591,180,125,70,1
949,591,180,125,70,1
950,591,245,167,35,2
951,592,295,230,77,2
952,593,215,138,32,1
953,593,208,147,50,2
954,593,290,110,73,1
955,593,166,108,71,1
956,593,160,150,150,1
957,593,248,167,30,2
958,595,295,225,65,2
959,595,200,146,146,2
960,596,200,176,146,1
961,597,256,195,65,2
962,597,260,245,70,1
963,597,280,152,62,2
964,597,212,143,50,2
965,597,212,143,30,2
966,598,228,225,68,1
967,598,226,127,55,1
968,599,251,158,112,2
969,599,115,100,85,2
970,600,190,170,60,2
971,601,204,48,15,2
972,601,250,178,35,1
973,601,211,158,34,1
974,601,240,110,68,1
975,601,193,143,40,1
976,602,100,90,30,2
977,602,195,133,60,2
978,602,150,85,50,2
979,602,205,150,55,2
980,603,205,143,23,2
981,604,160,130,50,2
982,604,245,146,30,2
983,605,215,110,90,1
984,605,100,90,90,1
985,605,266,115,96,1
986,607,138,70,70,5
987,607,198,161,30,5
988,608,170,165,75,2
989,609,128,125,100,2
990,609,128,122,100,2
991,610,190,120,120,2
992,611,235,110,56,1
993,611,175,145,45,2
994,611,259,183,42,2
995,611,202,134,23,2
996,612,218,182,60,1
997,612,260,180,50,2
998,612,114,90,55,1
999,612,220,135,55,2
1000,614,156,132,75,2
1001,615,218,182,60,3
1002,615,268,148,36,2
1003,615,182,160,101,1
1004,615,272,156,40,2
1005,615,114,90,55,4
1006,616,102,102,64,6
1007,616,105,105,65,9
1008,616,102,102,74,2
1009,617,203,140,23,11
1010,617,204,146,17,13
1011,618,200,85,40,2
1012,618,212,140,36,2
1013,618,235,188,158,1
1014,618,293,206,136,1
1015,618,195,85,40,2
1016,618,170,165,95,2
1017,618,250,240,50,1
1018,618,260,200,85,2
1019,618,220,135,55,4
1020,622,263,182,149,4
1021,623,223,125,120,2
1022,623,212,140,37,1
1023,624,211,156,31,15
1024,625,230,40,30,3
1025,625,280,240,35,1
1026,625,222,136,55,1
1027,625,235,110,56,1
1028,625,200,165,58,1
1029,625,170,145,45,3
1030,625,245,205,40,1
1031,625,160,150,50,2
1032,625,225,180,65,2
1033,625,114,90,55,1
1034,625,232,40,28,3
1035,626,117,60,50,2
1036,626,305,207,65,2
1037,626,215,160,140,2
1038,627,155,145,25,3
1039,628,280,152,62,6
1040,628,200,165,55,6
1041,629,275,140,50,3
1042,630,253,105,105,15
1043,630,302,245,100,15
1044,631,218,156,60,1
1045,631,222,151,70,1
1046,636,223,125,120,1
1047,636,200,165,58,1
1048,636,170,145,45,2
1049,637,286,200,28,1
1050,637,175,160,40,2
1051,637,175,145,45,2
1052,637,250,180,80,2
1053,637,173,85,50,1
1054,638,190,145,45,1
1055,638,228,170,32,1
1056,638,120,95,75,1
1057,638,222,156,30,1
1058,638,192,144,45,1
1059,639,238,170,30,2
1060,640,289,197,24,1
1061,640,205,145,60,2
1062,640,222,156,30,1
1063,640,245,107,65,1
1064,640,193,143,40,1
1065,640,245,110,67,1
1066,640,180,174,35,2
1067,641,160,130,40,4
1068,641,145,90,60,1
1069,643,281,201,20,1
1070,643,248,161,103,1
1071,645,215,183,150,1
1072,645,195,195,112,1
1073,645,280,151,40,1
1074,646,120,105,55,2
1075,647,270,218,55,3
1076,648,220,150,30,1
1077,648,189,152,72,3
1078,648,230,129,59,1
1079,648,260,230,50,2
1080,648,220,195,40,2
1081,650,275,235,35,2
1082,653,204,148,38,2
1083,653,228,178,22,1
1084,653,120,105,55,2
1085,653,248,178,45,1
1086,653,202,147,30,2
1087,654,157,155,70,24
1088,655,302,185,107,2
1089,655,300,184,122,1
1090,656,224,158,54,16
1091,656,225,157,52,12
1092,656,225,160,50,12
1093,657,160,70,70,3
1094,658,223,125,120,3
1095,658,201,140,55,3
1096,658,200,150,65,2
1097,660,250,175,30,1
1098,660,173,85,50,1
1099,660,218,156,60,1
1100,661,195,195,110,1
1101,661,280,151,40,1
1102,662,234,85,31,10
1103,662,160,110,39,10
1104,663,256,187,47,2
1105,663,255,188,48,2
1106,666,151,86,42,2
1107,666,221,125,90,1
1108,666,150,85,40,2
1109,666,212,193,50,2
1110,666,150,86,31,2
1111,667,305,210,45,5
1112,668,288,185,46,1
1113,669,255,70,70,4
1114,670,222,148,20,1
1115,670,86,80,80,1
1116,670,240,85,85,2
1117,673,195,68,15,2
1118,676,65,60,20,3
1119,677,200,150,65,2
1120,678,160,95,58,4
1121,681,290,200,30,1
1122,681,205,150,20,1
1123,681,228,170,32,1
1124,681,245,158,20,1
1125,681,228,178,22,2
1126,681,120,105,55,2
1127,681,254,186,51,1
1128,681,202,147,30,2
1129,682,195,145,25,3
1130,682,220,150,30,3
1131,682,172,165,45,2
1132,682,254,170,40,1
1133,684,275,210,33,1
1134,684,240,200,80,1
1135,684,241,199,79,1
1136,685,275,160,60,8
1137,685,210,180,50,5
1138,687,282,167,43,1
1139,687,260,180,50,5
1140,687,145,120,70,5
1141,688,280,240,35,2
1142,688,240,200,40,1
1143,688,230,200,45,1
1144,690,250,110,60,3
1145,690,298,200,40,2
1146,690,290,235,40,3
1147,691,118,100,100,2
1148,692,47,47,47,2
1149,693,210,195,55,2
1150,693,280,190,45,1
1151,693,280,190,45,1
