,0
903,-1
904,1
905,3
906,-1
907,-1
908,4
909,-1
910,-1
911,2
912,1
913,3
914,2
915,-1
916,2
917,4
918,2
919,3
920,3
921,1
922,-1
923,-1
924,4
925,1
926,2
927,3
928,4
929,2
930,3
931,-1
932,3
933,-1
934,-1
935,3
936,-1
937,2
938,3
939,4
940,4
941,1
942,3
943,-1
944,3
945,3
946,3
947,3
948,1
949,2
950,-1
951,3
952,3
953,2
954,-1
955,-1
956,3
957,-1
958,2
959,3
960,-1
961,-1
962,-1
963,1
964,3
965,3
966,2
967,3
968,3
969,-1
970,3
971,3
972,3
973,3
974,2
975,1
976,3
977,3
978,3
979,3
980,2
981,3
982,2
983,3
984,3
985,3
986,3
987,-1
988,3
989,-1
990,3
991,3
992,3
993,3
994,2
995,3
996,3
997,3
998,3
999,-1
1000,4
1001,-1
1002,1
1003,-1
1004,-1
1005,-1
1006,1
1007,2
1008,-1
1009,-1
1010,3
1011,3
1012,2
1013,3
1014,-1
1015,3
1016,3
1017,-1
1018,4
1019,1
1020,4
1021,4
1022,3
1023,3
1024,-1
1025,3
1026,3
1027,2
1028,3
1029,4
1030,1
1031,1
1032,2
1033,3
1034,2
1035,3
1036,3
1037,3
1038,1
1039,3
1040,-1
1041,4
1042,2
1043,4
1044,1
1045,2
1046,4
1047,3
1048,3
1049,1
1050,3
1051,4
1052,2
1053,-1
1054,-1
1055,4
1056,-1
1057,2
1058,1
1059,3
1060,3
1061,1
1062,2
1063,4
1064,1
1065,4
1066,3
1067,3
1068,1
1069,-1
1070,-1
1071,-1
1072,3
1073,3
1074,-1
1075,3
1076,2
1077,1
1078,1
1079,4
1080,3
1081,2
1082,4
1083,3
1084,3
1085,3
1086,4
1087,-1
1088,1
1089,3
1090,2
1091,3
1092,3
1093,3
1094,1
1095,4
1096,3
1097,-1
1098,3
1099,3
1100,3
1101,2
1102,-1
1103,2
1104,4
1105,-1
1106,2
1107,2
1108,3
1109,4
1110,3
1111,2
1112,1
1113,3
1114,4
1115,3
1116,4
1117,3
1118,3
1119,1
1120,3
1121,1
1122,1
1123,-1
1124,3
1125,2
1126,1
1127,3
1128,3
1129,4
1130,1
1131,-1
1132,-1
1133,3
1134,3
1135,1
1136,3
1137,4
1138,3
1139,-1
1140,4
1141,3
1142,1
1143,3
1144,2
1145,3
1146,-1
1147,-1
1148,1
1149,-1
1150,3
1151,3
1152,3
1153,-1
1154,1
1155,-1
1156,4
1157,-1
1158,1
1159,3
1160,3
1161,1
1162,-1
1163,1
1164,-1
1165,3
1166,1
1167,2
1168,1
1169,-1
1170,-1
1171,-1
1172,2
1173,2
1174,-1
1175,2
1176,2
1177,2
1178,2
1179,3
1180,-1
1181,4
1182,3
1183,3
1184,3
1185,3
1186,2
1187,-1
1188,-1
1189,3
1190,3
1191,2
1192,2
1193,3
1194,3
1195,-1
1196,-1
1197,2
1198,-1
1199,-1
1200,2
1201,3
1202,-1
1203,2
1204,2
1205,4
1206,1
1207,3
1208,4
1209,3
1210,-1
1211,2
1212,3
1213,2
1214,2
1215,3
1216,3
1217,3
1218,-1
1219,-1
1220,-1
1221,3
1222,-1
1223,3
1224,2
1225,2
1226,4
1227,3
1228,2
1229,-1
1230,1
1231,1
1232,-1
1233,-1
1234,-1
1235,1
1236,3
1237,4
1238,2
1239,3
1240,3
1241,-1
1242,4
1243,4
1244,2
1245,4
1246,3
1247,3
1248,-1
1249,3
1250,3
1251,3
1252,2
1253,3
1254,4
1255,3
1256,3
1257,-1
1258,3
1259,-1
1260,3
1261,-1
1262,-1
1263,2
1264,-1
1265,-1
1266,3
1267,-1
1268,2
1269,-1
1270,4
1271,-1
1272,2
1273,4
1274,-1
1275,3
1276,4
1277,-1
1278,-1
1279,3
1280,3
1281,-1
1282,3
1283,3
1284,3
1285,2
1286,-1
1287,3
1288,2
1289,2
1290,2
1291,3
1292,3
1293,3
1294,2
1295,2
1296,3
1297,3
1298,3
1299,2
1300,-1
1301,3
1302,-1
1303,4
1304,2
1305,2
1306,3
1307,4
1308,4
1309,3
1310,3
1311,3
1312,-1
1313,1
1314,4
1315,-1
1316,-1
1317,-1
1318,4
1319,4
1320,-1
1321,3
1322,2
1323,3
1324,-1
1325,-1
1326,-1
1327,-1
1328,-1
1329,-1
1330,3
1331,2
1332,3
1333,3
1334,2
1335,-1
1336,3
1337,-1
1338,-1
1339,1
1340,-1
1341,3
1342,2
1343,3
1344,2
1345,-1
1346,3
1347,-1
1348,-1
1349,3
1350,3
1351,4
1352,-1
1353,1
1354,3
1355,1
1356,1
1357,-1
1358,2
1359,2
1360,3
1361,2
1362,3
1363,4
1364,1
1365,-1
1366,2
1367,3
1368,2
1369,3
1370,1
1371,-1
1372,3
1373,2
1374,-1
1375,2
1376,3
1377,-1
1378,-1
1379,3
1380,2
1381,2
1382,3
1383,-1
1384,4
1385,-1
1386,2
1387,3
1388,3
1389,-1
1390,3
1391,1
1392,4
1393,-1
1394,3
1395,2
1396,-1
1397,-1
1398,-1
1399,1
1400,3
1401,2
